,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
456,"Global Healthcare Exchange, LLC",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,398,,,,0.1,,,,418,
457,"Hospitalists Management Group, LLC",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,38,,,,0,,,,4,
458,"IntegraMed America, Inc.",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,1,,,,701,,,,0.1,,,,701,
459,"Northwestern Management Services, LLC",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,3,,,,3,,,,0,,,,49,
460,"Northwestern Management Services, LLC",,,LLC units,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,249,,,,0.1,,,,285,
461,"Pentec Acquisition Sub, Inc.",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,1,,,,116,,,,0,,,,83,
462,"Radiology Partners, Inc.",,,LLC units,,,,No Value,,,,No Value,,,,No Value,,,,43,,,,85,,,,0,,,,85,
463,"Reliant Pro ReHab, LLC",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,2,,,,183,,,,0.1,,,,883,
464,Southern Anesthesia and Surgical,,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,487,,,,487,,,,0.1,,,,697,
465,"Spear Education, LLC",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,86,,,,0,,,,86,
466,"Spear Education, LLC",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,1,,,,1,,,,0,,,,1,
467,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Shares  Contracts,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
468,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"Surgical Information Systems, LLC",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,4,,,,414,,,,0.1,,,,554,
470,"Young Innovations, Inc.",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,236,,,,0,,,,277,
471,,,,,,,,,,,,,,,,,,,,,,,,5673,,,,1.2,,,,8997,
472,"Home and Office Furnishings,  Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"Top Knobs USA, Inc.",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,3,,,,35,,,,0,,,,213,
474,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"Captive Resources Midco, LLC",,,LLC units,,,,No Value,,,,No Value,,,,No Value,,,,1,,,,86,,,,0,,,,191,
476,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Senior Loan Fund LLC  (7)(8),,,LLC interest,,,,No Value,,,,No Value,,,,No Value,,,,9318,,,,9318,,,,1.3,,,,9242,
478,"Leisure, Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"Competitor Group, Inc.",,,LLC interest,,,,No Value,,,,No Value,,,,No Value,,,,708,,,,713,,,,0,,,,43,
480,"LMP TR Holdings, LLC",,,LLC units,,,,No Value,,,,No Value,,,,No Value,,,,712,,,,712,,,,0.1,,,,712,
481,"Starplex Operating, L.L.C.",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,1,,,,183,,,,0,,,,241,
482,"Titan Fitness, LLC",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,6,,,,582,,,,0.1,,,,649,
483,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,0.2,,,,1645,
484,Personal and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"Hygenic Corporation, The",,,LP interest,,,,No Value,,,,No Value,,,,No Value,,,,1,,,,61,,,,0,,,,116,
486,"Massage Envy, LLC",,,LLC interest,,,,No Value,,,,No Value,,,,No Value,,,,749,,,,749,,,,0.1,,,,757,
487,Team Technologies Acquisition Company,,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,148,,,,0,,,,225,
488,,,,,,,,,,,,,,,,,,,,,,,,958,,,,0.1,,,,1098,
489,Personal Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PODS Funding Corp. II,,,Warrant,,,,No Value,,,,No Value,,,,No Value,,,,271,,,,0,,,,0.2,,,,1599,
491,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,R.G. Barry Corporation,,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,161,,,,0,,,,161,
493,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,"Market Track, LLC",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,145,,,,0,,,,178,
495,"Market Track, LLC",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,1,,,,145,,,,0.1,,,,245,
496,,,,,,,,,,,,,,,,,,,,,,,,290,,,,0.1,,,,423,
497,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,"Barcelona Restaurants, LLC  (8)  (10)",,,LP interest,,,,No Value,,,,No Value,,,,No Value,,,,1996,,,,1996,,,,0.4,,,,3080,
499,"Benihana, Inc.",,,LLC units,,,,No Value,,,,No Value,,,,No Value,,,,43,,,,699,,,,0.1,,,,747,
500,"Capital Vision Services,  LLC",,,LLC interest,,,,No Value,,,,No Value,,,,No Value,,,,402,,,,17,,,,0.1,,,,520,
501,"DentMall MSO, LLC",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,2,,,,0,,,,0,,,,0,
502,"DentMall MSO, LLC",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,2,,,,97,,,,0,,,,97,
503,"Express Oil Change, LLC",,,LLC interest,,,,No Value,,,,No Value,,,,No Value,,,,81,,,,81,,,,0,,,,79,
504,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Shares/  Contracts,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
505,Retail Stores (Continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,"Marshall Retail Group LLC, The",,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,15,,,,154,,,,0,,,,154,
507,"Paper Source, Inc.",,,LLC interest,,,,No Value,,,,No Value,,,,No Value,,,,8,,,,1387,,,,0.2,,,,1417,
508,"PetPeople Enterprise, LLC",,,LP interest,,,,No Value,,,,No Value,,,,No Value,,,,889,,,,889,,,,0.1,,,,889,
509,"Rubio’s Restaurants, Inc.",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,199,,,,945,,,,0.2,,,,1430,
510,"Sneaker Villa, Inc.",,,LLC interest,,,,No Value,,,,No Value,,,,No Value,,,,4,,,,411,,,,0.1,,,,511,
511,Vision Source L.P.,,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,9,,,,386,,,,0.1,,,,760,
512,Vision Source L.P.,,,Common stock,,,,No Value,,,,No Value,,,,No Value,,,,0,,,,0,,,,0,,,,0,
513,,,,,,,,,,,,,,,,,,,,,,,,7062,,,,1.3,,,,9684,
514,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,"ITC Global, Inc.",,,Preferred stock,,,,No Value,,,,No Value,,,,No Value,,,,17,,,,311,,,,0.1,,,,311,
516,Textiles and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,"Southern Tide, LLC",,,LLC interest,,,,No Value,,,,No Value,,,,No Value,,,,2,,,,191,,,,0,,,,191,
=======
393,NTS Technical Systems,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,2,,,,1506,,,,0.2,,,,1597,
394,"Tresys Technology Holdings, Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,295,,,,295,,,,-,,,,3,
395,Whitcraft LLC,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,670,,,,0.1,,,,409,
396,Whitcraft LLC,,,Warrant,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,80,
397,,,,,,,,,,,,,,,,,,,,,,,,2471,,,,0.3,,,,2089,
398,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"K&N Engineering, Inc.",,,Preferred stock A,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,9,
400,"K&N Engineering, Inc.",,,Preferred stock B,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,9,
401,"K&N Engineering, Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,69,
402,,,,,,,,,,,,,,,,,,,,,,,,-,,,,-,,,,87,
403,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"Atkins Nutritionals, Inc.",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,57,,,,746,,,,0.2,,,,1038,
405,"C. J. Foods, Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,157,,,,157,,,,-,,,,157,
406,"First Watch Restaurants,  Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,8,,,,816,,,,0.1,,,,908,
407,"Goode Seed Co-Invest, LLC",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,356,,,,356,,,,0.1,,,,408,
408,Julio & Sons Company,,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,521,,,,521,,,,0.1,,,,445,
409,"Northern Brewer, LLC",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,438,,,,362,,,,-,,,,8,
410,"Richelieu Foods, Inc.",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,220,,,,220,,,,-,,,,166,
411,"Tate’s Bake Shop, Inc.",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,462,,,,0.1,,,,462,
412,Uinta Brewing Company,,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,462,,,,0.1,,,,462,
413,,,,,,,,,,,,,,,,,,,,,,,,4102,,,,0.7,,,,4054,
414,Buildings and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"Brooks Equipment Company, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,102,,,,1021,,,,0.1,,,,1021,
416,"Containers, Packaging and Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Packaging Coordinators,  Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,25,,,,2065,,,,0.3,,,,2536,
418,"Packaging Coordinators,  Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,48,,,,1563,,,,0.3,,,,2212,
419,,,,,,,,,,,,,,,,,,,,,,,,3628,,,,0.6,,,,4748,
420,Diversified Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"Chase Industries, Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,1186,,,,0.2,,,,1186,
422,ICCN Acquisition Corp.,,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,162,,,,-,,,,172,
423,ICCN Acquisition Corp.,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,2,
424,"Oasis Outsourcing Holdings, Inc.",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,1088,,,,860,,,,0.2,,,,1679,
425,"Sunless Merger Sub, Inc.",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,160,,,,-,,,,4,
426,"TIDI Products, LLC",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,315,,,,157,,,,0.1,,,,263,
427,,,,,,,,,,,,,,,,,,,,,,,,2525,,,,0.5,,,,3306,
428,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Shares/  Contracts,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
429,Diversified Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,"Daxko, LLC",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,219,,,,219,,,,-,,,,230,
431,"Marathon Data Operating Co., LLC",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,264,,,,0.1,,,,604,
432,"Marathon Data Operating Co., LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,264,,,,-,,,,57,
433,"Navex Global, Inc.",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,666,,,,0.2,,,,1604,
434,"PC Helps Support, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,7,,,,-,,,,-,
435,"PC Helps Support, LLC",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,61,,,,-,,,,70,
436,"Secure-24, LLC",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,263,,,,263,,,,0.1,,,,275,
437,,,,,,,,,,,,,,,,,,,,,,,,1744,,,,0.4,,,,2840,
438,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"ECI Acquisition Holdings,  Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,9,,,,873,,,,0.1,,,,966,
440,Sparta Holding Corporation,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,567,,,,0.1,,,,567,
441,Sparta Holding Corporation,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,235,,,,6,,,,-,,,,6,
442,,,,,,,,,,,,,,,,,,,,,,,,1446,,,,0.2,,,,1539,
443,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"MyWebGrocer, Inc.",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,1315,,,,1322,,,,0.2,,,,1322,
445,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"Advanced Pain Management Holdings, Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,67,,,,67,,,,0.1,,,,768,
447,"Advanced Pain Management Holdings, Inc.",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,8,,,,829,,,,0.1,,,,901,
448,"Avatar International, LLC",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,741,,,,-,,,,3,
449,"California Cryobank, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,28,,,,-,,,,28,
450,"California Cryobank, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,-,
451,Certara L.P.,,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,635,,,,0.1,,,,679,
452,"Dialysis Newco, Inc.",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,871,,,,-,,,,0.2,,,,1557,
453,"Encore Rehabilitation Services, LLC",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,270,,,,270,,,,0.1,,,,783,
454,"G & H Wire Company, Inc.",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,102,,,,-,,,,124,
455,"Global Healthcare Exchange, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,4,,,,-,,,,31,
456,"Global Healthcare Exchange, LLC",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,398,,,,0.1,,,,418,
457,"Hospitalists Management Group, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,38,,,,-,,,,4,
458,"IntegraMed America, Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,701,,,,0.1,,,,701,
459,"Northwestern Management Services, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,3,,,,3,,,,-,,,,49,
460,"Northwestern Management Services, LLC",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,0,,,,249,,,,0.1,,,,285,
461,"Pentec Acquisition Sub, Inc.",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,116,,,,-,,,,83,
462,"Radiology Partners, Inc.",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,43,,,,85,,,,-,,,,85,
463,"Reliant Pro ReHab, LLC",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,2,,,,183,,,,0.1,,,,883,
464,Southern Anesthesia and Surgical,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,487,,,,487,,,,0.1,,,,697,
465,"Spear Education, LLC",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,86,,,,-,,,,86,
466,"Spear Education, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,1,,,,-,,,,1,
467,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Shares  Contracts,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
468,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"Surgical Information Systems, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,4,,,,414,,,,0.1,,,,554,
470,"Young Innovations, Inc.",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,236,,,,-,,,,277,
471,,,,,,,,,,,,,,,,,,,,,,,,5673,,,,1.2,,,,8997,
472,"Home and Office Furnishings,  Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"Top Knobs USA, Inc.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,3,,,,35,,,,-,,,,213,
474,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"Captive Resources Midco, LLC",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,86,,,,-,,,,191,
476,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Senior Loan Fund LLC  (7)(8),,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,9318,,,,9318,,,,1.3,,,,9242,
478,"Leisure, Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"Competitor Group, Inc.",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,708,,,,713,,,,-,,,,43,
480,"LMP TR Holdings, LLC",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,712,,,,712,,,,0.1,,,,712,
481,"Starplex Operating, L.L.C.",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,183,,,,-,,,,241,
482,"Titan Fitness, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,6,,,,582,,,,0.1,,,,649,
483,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,0.2,,,,1645,
484,Personal and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"Hygenic Corporation, The",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,61,,,,-,,,,116,
486,"Massage Envy, LLC",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,749,,,,749,,,,0.1,,,,757,
487,Team Technologies Acquisition Company,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,148,,,,-,,,,225,
488,,,,,,,,,,,,,,,,,,,,,,,,958,,,,0.1,,,,1098,
489,Personal Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PODS Funding Corp. II,,,Warrant,,,,N/A,,,,N/A,,,,N/A,,,,271,,,,-,,,,0.2,,,,1599,
491,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,R.G. Barry Corporation,,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,161,,,,-,,,,161,
493,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,"Market Track, LLC",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,145,,,,-,,,,178,
495,"Market Track, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,1,,,,145,,,,0.1,,,,245,
496,,,,,,,,,,,,,,,,,,,,,,,,290,,,,0.1,,,,423,
497,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,"Barcelona Restaurants, LLC  (8)  (10)",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,1996,,,,1996,,,,0.4,,,,3080,
499,"Benihana, Inc.",,,LLC units,,,,N/A,,,,N/A,,,,N/A,,,,43,,,,699,,,,0.1,,,,747,
500,"Capital Vision Services,  LLC",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,402,,,,17,,,,0.1,,,,520,
501,"DentMall MSO, LLC",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,2,,,,-,,,,-,,,,-,
502,"DentMall MSO, LLC",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,2,,,,97,,,,-,,,,97,
503,"Express Oil Change, LLC",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,81,,,,81,,,,-,,,,79,
504,,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Shares/  Contracts,,Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,,,,,,,,,,
505,Retail Stores (Continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,"Marshall Retail Group LLC, The",,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,15,,,,154,,,,-,,,,154,
507,"Paper Source, Inc.",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,8,,,,1387,,,,0.2,,,,1417,
508,"PetPeople Enterprise, LLC",,,LP interest,,,,N/A,,,,N/A,,,,N/A,,,,889,,,,889,,,,0.1,,,,889,
509,"Rubio’s Restaurants, Inc.",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,199,,,,945,,,,0.2,,,,1430,
510,"Sneaker Villa, Inc.",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,4,,,,411,,,,0.1,,,,511,
511,Vision Source L.P.,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,9,,,,386,,,,0.1,,,,760,
512,Vision Source L.P.,,,Common stock,,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,-,
513,,,,,,,,,,,,,,,,,,,,,,,,7062,,,,1.3,,,,9684,
514,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,"ITC Global, Inc.",,,Preferred stock,,,,N/A,,,,N/A,,,,N/A,,,,17,,,,311,,,,0.1,,,,311,
516,Textiles and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,"Southern Tide, LLC",,,LLC interest,,,,N/A,,,,N/A,,,,N/A,,,,2,,,,191,,,,-,,,,191,
>>>>>>> GSBD
518,Total equity investments  United States,,,,,,,,,,,,,,,,,,,,,,,44534,,,,7.5,,,,54761,
519,Total United States,,,,,,,,,,,,,,,,,,,,,,,1337580,,,,183.9,,,,1347612,
520,Total Investments,,,,,,,,,,,,,,,,,,,,,,,1337580,,,,183.9,,,,1347612,
521,"Cash, Restricted Cash and  Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Cash and Restricted Cash,,,,,,,,,,,,,,,,,,,,,,,42744,,,,5.8,,,,42744,
523,US Bank Money Market Account (cusip 9AMMF05B2),,,,,,,,,,,,,,,,,,,,,,,37199,,,,5.1,,,,37199,
524,"Total Cash, Restricted Cash and Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,79943,,,,10.9,,,,79943,
525,"Total Investments and  Cash, Restricted Cash and  Cash Equivalents",,,,,,,,,,,,,,,,,,,,,,,1417523,,,,194.80,,,,1427555,
526,,(6),"Loan was on non-accrual status as of September 30, 2014, meaning that the Company has ceased recognizing interest income on the loan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
